DATE,PRCP,TMAX,TMIN
1975-05-05T00:00:00,0.0,27.8,8.3
1975-05-06T00:00:00,0.0,26.1,2.2
1975-05-07T00:00:00,0.0,21.7,1.1
1975-05-08T00:00:00,0.0,22.8,2.2
1975-05-09T00:00:00,0.0,26.7,2.2
1975-05-10T00:00:00,0.0,28.3,6.7
1975-05-11T00:00:00,0.0,25.6,7.8
1975-05-12T00:00:00,0.0,26.1,7.8
1975-05-13T00:00:00,0.0,31.7,8.9
1975-05-14T00:00:00,0.0,24.4,6.1
1975-05-15T00:00:00,0.0,29.4,6.7
1975-05-16T00:00:00,0.0,27.8,8.3
1975-05-17T00:00:00,0.0,28.3,10.0
1975-05-18T00:00:00,0.0,26.7,10.0
1975-05-19T00:00:00,0.0,27.8,7.8
1975-05-20T00:00:00,0.0,28.3,8.9
1975-05-21T00:00:00,0.0,28.9,8.9
1975-05-22T00:00:00,0.0,30.0,12.8
1975-05-23T00:00:00,0.0,27.2,7.8
1975-05-24T00:00:00,0.0,25.0,5.6
1975-05-25T00:00:00,0.0,28.3,10.0
1975-05-26T00:00:00,0.0,31.1,11.1
1975-05-27T00:00:00,0.5,31.7,11.1
1975-05-28T00:00:00,0.0,29.4,8.3
1975-05-29T00:00:00,1.0,29.4,2.8
1975-05-30T00:00:00,7.4,20.0,6.1
1975-05-31T00:00:00,0.0,26.7,6.7
1975-06-01T00:00:00,0.0,28.3,10.6
1975-06-02T00:00:00,0.0,28.9,10.6
1975-06-03T00:00:00,0.0,31.1,15.0
1975-06-04T00:00:00,0.0,33.9,15.0
1975-06-05T00:00:00,0.0,34.4,11.1
1975-06-06T00:00:00,0.0,34.4,10.6
1975-06-07T00:00:00,0.0,35.0,13.9
1975-06-08T00:00:00,0.3,32.2,13.9
1975-06-09T00:00:00,0.0,32.8,15.0
1975-06-10T00:00:00,0.0,30.0,10.0
1975-06-11T00:00:00,4.1,24.4,8.3
1975-06-12T00:00:00,0.0,31.1,10.6
1975-06-13T00:00:00,0.0,30.6,13.9
1975-06-14T00:00:00,0.0,35.6,13.9
1975-06-15T00:00:00,0.0,36.1,13.9
1975-06-16T00:00:00,0.0,33.3,13.3
1975-06-17T00:00:00,0.0,37.8,15.0
1975-06-18T00:00:00,0.0,33.9,17.2
1975-06-19T00:00:00,0.0,34.4,15.0
1975-06-20T00:00:00,0.0,33.3,16.1
1975-06-21T00:00:00,0.0,33.3,17.8
1975-06-22T00:00:00,0.0,31.7,11.7
1975-06-23T00:00:00,0.0,33.9,13.3
1975-06-24T00:00:00,0.0,33.3,13.3
1975-06-25T00:00:00,0.0,33.9,12.8
1975-06-26T00:00:00,0.0,34.4,13.9
1975-06-27T00:00:00,0.0,35.0,14.4
1975-06-28T00:00:00,0.0,35.6,16.1
1975-06-29T00:00:00,0.0,33.3,13.3
1975-06-30T00:00:00,0.0,32.8,13.3
1975-07-01T00:00:00,0.0,31.1,16.1
1975-07-02T00:00:00,0.0,31.7,17.2
1975-07-03T00:00:00,0.0,31.7,15.6
1975-07-04T00:00:00,13.5,30.0,15.6
1975-07-05T00:00:00,0.0,29.4,15.0
1975-07-06T00:00:00,5.1,32.2,16.1
1975-07-07T00:00:00,3.6,31.7,16.7
1975-07-08T00:00:00,1.3,31.7,13.9
1975-07-09T00:00:00,0.0,31.1,17.8
1975-07-10T00:00:00,0.5,31.7,17.8
1975-07-11T00:00:00,0.0,28.3,17.8
1975-07-12T00:00:00,8.6,27.2,15.0
1975-07-13T00:00:00,0.0,27.2,15.6
1975-07-14T00:00:00,0.0,30.6,16.7
1975-07-15T00:00:00,0.0,32.8,17.2
1975-07-16T00:00:00,0.0,31.7,16.7
1975-07-17T00:00:00,0.0,27.8,16.7
1975-07-18T00:00:00,0.0,28.9,13.9
1975-07-19T00:00:00,1.3,32.8,16.7
1975-07-20T00:00:00,0.0,35.0,16.7
1975-07-21T00:00:00,0.0,31.7,17.2
1975-07-22T00:00:00,54.1,30.0,17.2
1975-07-23T00:00:00,1.3,28.3,17.8
1975-07-24T00:00:00,1.0,31.7,15.6
1975-07-25T00:00:00,0.0,31.7,15.0
1975-07-26T00:00:00,0.0,30.0,16.1
1975-07-27T00:00:00,0.0,27.8,16.1
1975-07-28T00:00:00,0.0,25.6,15.6
1975-07-29T00:00:00,0.0,31.1,17.8
1975-07-30T00:00:00,0.0,32.2,18.9
1975-07-31T00:00:00,0.0,33.3,16.1
1975-08-01T00:00:00,0.0,34.4,17.2
1975-08-02T00:00:00,9.1,31.7,16.7
1975-08-03T00:00:00,0.0,31.7,16.7
1975-08-04T00:00:00,0.0,30.0,15.6
1975-08-05T00:00:00,0.0,31.1,15.6
1975-08-06T00:00:00,0.0,32.2,12.2
1975-08-07T00:00:00,0.0,32.2,13.9
1975-08-08T00:00:00,0.0,32.2,15.6
1975-08-09T00:00:00,0.0,33.3,16.1
1975-08-10T00:00:00,0.0,33.3,15.6
1975-08-11T00:00:00,0.0,32.2,12.8
1975-08-12T00:00:00,0.0,31.1,15.6
1975-08-13T00:00:00,0.3,32.2,15.6
1975-08-14T00:00:00,0.8,30.0,16.7
1975-08-15T00:00:00,0.0,30.0,15.0
1975-08-16T00:00:00,5.3,29.4,15.0
1975-08-17T00:00:00,5.1,31.7,15.0
1975-08-18T00:00:00,0.0,31.7,14.4
1975-08-19T00:00:00,0.0,32.2,17.2
1975-08-20T00:00:00,0.0,33.3,16.7
1975-08-21T00:00:00,0.0,32.2,18.3
1975-08-22T00:00:00,1.3,31.7,16.7
1975-08-23T00:00:00,0.0,31.7,16.7
1975-08-24T00:00:00,0.0,34.4,17.2
1975-08-25T00:00:00,0.0,35.6,15.0
1975-08-26T00:00:00,0.0,35.6,12.2
1975-08-27T00:00:00,0.0,33.9,14.4
1975-08-28T00:00:00,0.0,31.1,16.7
1975-08-29T00:00:00,0.0,32.8,15.6
1975-08-30T00:00:00,0.0,35.0,10.0
1975-08-31T00:00:00,0.0,35.6,15.6
1975-09-01T00:00:00,0.0,33.9,15.6
1975-09-02T00:00:00,0.0,32.8,12.8
1975-09-03T00:00:00,0.0,32.2,14.4
1975-09-04T00:00:00,0.0,30.6,15.6
1975-09-05T00:00:00,0.0,30.0,17.8
1975-09-06T00:00:00,10.4,28.9,15.0
1975-09-07T00:00:00,0.0,27.2,14.4
1975-09-08T00:00:00,0.0,27.8,13.9
1975-09-09T00:00:00,0.0,28.9,15.0
1975-09-10T00:00:00,5.8,27.8,14.4
1975-09-11T00:00:00,15.2,30.0,13.3
1975-09-12T00:00:00,24.6,30.0,7.2
1975-09-13T00:00:00,0.5,21.7,7.2
1975-09-14T00:00:00,3.3,24.4,7.8
1975-09-15T00:00:00,0.0,23.9,9.4
1975-09-16T00:00:00,0.0,27.8,12.2
1975-09-17T00:00:00,0.0,30.6,13.3
1975-09-18T00:00:00,0.0,31.7,12.2
1975-09-19T00:00:00,0.0,29.4,14.4
1975-09-20T00:00:00,0.0,23.9,13.3
1975-09-21T00:00:00,16.5,20.6,7.2
1975-09-22T00:00:00,1.5,20.6,3.9
1975-09-23T00:00:00,0.0,20.0,4.4
1975-09-24T00:00:00,0.0,23.9,7.2
1975-09-25T00:00:00,0.0,22.8,5.6
1975-09-26T00:00:00,0.0,23.9,7.2
1975-09-27T00:00:00,0.0,28.9,6.7
1975-09-28T00:00:00,0.0,25.6,6.1
1975-09-29T00:00:00,0.0,29.4,6.7
1975-09-30T00:00:00,0.0,29.4,6.1
1975-10-01T00:00:00,0.0,22.8,5.0
1975-10-02T00:00:00,0.0,22.8,5.0
1975-10-03T00:00:00,0.0,21.7,5.0
1975-10-04T00:00:00,0.0,23.3,4.4
1975-10-05T00:00:00,0.0,26.1,3.9
1975-10-06T00:00:00,0.0,29.4,4.4
1975-10-07T00:00:00,0.0,27.8,6.7
1975-10-08T00:00:00,0.0,28.3,9.4
1975-10-09T00:00:00,0.0,25.6,5.0
1975-10-10T00:00:00,0.0,23.9,3.9
1975-10-11T00:00:00,0.0,30.6,5.0
1975-10-12T00:00:00,0.0,30.6,7.8
1975-10-13T00:00:00,0.0,29.4,10.0
1975-10-14T00:00:00,0.0,30.0,1.1
1975-10-15T00:00:00,0.0,26.1,0.6
1975-10-16T00:00:00,0.0,23.3,0.0
1975-10-17T00:00:00,0.0,24.4,2.2
1975-10-18T00:00:00,0.0,22.2,1.1
1975-10-19T00:00:00,0.0,24.4,1.7
1975-10-20T00:00:00,0.0,27.8,3.3
1975-10-21T00:00:00,0.0,28.9,3.3
1975-10-22T00:00:00,0.0,25.6,8.3
1975-10-23T00:00:00,0.0,26.7,9.4
1975-10-24T00:00:00,0.0,23.9,-0.6
1975-10-25T00:00:00,0.0,17.8,-1.7
1975-10-26T00:00:00,0.0,25.0,-1.1
1975-10-27T00:00:00,0.0,25.6,7.2
1975-10-28T00:00:00,0.0,26.7,5.0
1975-10-29T00:00:00,0.0,21.1,0.0
1975-10-30T00:00:00,0.0,19.4,0.6
1975-10-31T00:00:00,0.0,22.2,5.6
1975-11-01T00:00:00,0.0,25.0,5.0
1975-11-02T00:00:00,0.0,22.8,-1.1
1975-11-03T00:00:00,0.0,23.9,-0.6
1975-11-04T00:00:00,0.0,23.9,1.7
1975-11-05T00:00:00,0.0,23.3,1.1
1975-11-06T00:00:00,0.0,24.4,2.2
1975-11-07T00:00:00,0.0,25.6,2.8
1975-11-08T00:00:00,0.0,25.6,2.8
1975-11-09T00:00:00,0.0,27.2,6.7
1975-11-10T00:00:00,0.0,20.0,-3.9
1975-11-11T00:00:00,0.0,20.0,-2.2
1975-11-12T00:00:00,0.0,17.8,-6.7
1975-11-13T00:00:00,0.0,14.4,-8.9
1975-11-14T00:00:00,0.0,16.7,-7.8
1975-11-15T00:00:00,0.0,21.1,-1.1
1975-11-16T00:00:00,0.0,24.4,-2.2
1975-11-17T00:00:00,0.0,23.3,-2.8
1975-11-18T00:00:00,0.0,21.1,-2.2
1975-11-19T00:00:00,9.4,19.4,1.1
1975-11-20T00:00:00,0.0,14.4,-2.8
1975-11-21T00:00:00,0.0,13.3,-7.2
1975-11-22T00:00:00,0.0,9.4,-8.3
1975-11-23T00:00:00,0.0,10.6,-3.9
1975-11-24T00:00:00,0.0,16.7,-3.3
1975-11-25T00:00:00,0.0,16.1,1.1
1975-11-26T00:00:00,0.0,8.3,-9.4
1975-11-27T00:00:00,0.0,13.9,-4.4
1975-11-28T00:00:00,0.0,17.2,1.7
1975-11-29T00:00:00,0.0,15.0,2.8
1975-11-30T00:00:00,0.0,8.3,-6.1
1975-12-01T00:00:00,0.0,9.4,-1.1
1975-12-02T00:00:00,0.0,16.7,-3.9
1975-12-03T00:00:00,0.0,20.6,-4.4
1975-12-04T00:00:00,0.0,20.0,0.0
1975-12-05T00:00:00,0.0,21.1,5.0
1975-12-06T00:00:00,0.0,10.6,-3.9
1975-12-07T00:00:00,0.0,12.2,-6.7
1975-12-08T00:00:00,0.0,18.3,-3.9
1975-12-09T00:00:00,0.0,14.4,-5.0
1975-12-10T00:00:00,0.0,23.3,-5.0
1975-12-11T00:00:00,0.0,21.1,2.8
1975-12-12T00:00:00,0.0,21.1,-4.4
1975-12-13T00:00:00,0.0,17.2,1.1
1975-12-14T00:00:00,0.0,15.6,-5.0
1975-12-15T00:00:00,0.0,15.6,-11.7
1975-12-16T00:00:00,0.0,11.1,-11.1
1975-12-17T00:00:00,0.0,16.7,-6.7
1975-12-18T00:00:00,0.0,1.1,-13.3
1975-12-19T00:00:00,0.0,3.9,-12.2
1975-12-20T00:00:00,0.0,15.0,-6.7
1975-12-21T00:00:00,0.0,12.8,-7.2
1975-12-22T00:00:00,0.0,6.1,-1.7
1975-12-23T00:00:00,0.0,13.3,-0.6
1975-12-24T00:00:00,1.5,5.6,-1.7
1975-12-25T00:00:00,0.0,9.4,-9.4
1975-12-26T00:00:00,0.0,10.6,-5.0
1975-12-27T00:00:00,0.0,11.7,-3.9
1975-12-28T00:00:00,1.8,15.0,-1.7
1975-12-29T00:00:00,0.0,3.3,-3.3
1975-12-30T00:00:00,0.0,6.7,-8.3
1975-12-31T00:00:00,0.0,12.2,-3.9
1976-01-01T00:00:00,0.0,13.3,-8.3
1976-01-02T00:00:00,0.0,3.3,-11.1
1976-01-03T00:00:00,0.0,0.6,-14.4
1976-01-04T00:00:00,0.0,5.0,-10.6
1976-01-05T00:00:00,0.0,1.1,-11.7
1976-01-06T00:00:00,0.0,12.8,-11.1
1976-01-07T00:00:00,1.0,12.2,-12.8
1976-01-08T00:00:00,0.0,6.1,-12.8
1976-01-09T00:00:00,0.0,11.1,-10.6
1976-01-10T00:00:00,0.0,19.4,
1976-01-11T00:00:00,0.0,16.1,-7.2
1976-01-12T00:00:00,0.0,15.0,-6.7
1976-01-13T00:00:00,0.0,18.3,2.2
1976-01-14T00:00:00,0.0,18.3,-8.3
1976-01-15T00:00:00,0.0,13.3,-6.1
1976-01-16T00:00:00,0.0,19.4,-1.1
1976-01-17T00:00:00,0.0,13.3,-6.7
1976-01-18T00:00:00,0.0,17.8,-6.7
1976-01-19T00:00:00,0.0,21.1,1.7
1976-01-20T00:00:00,0.0,5.6,-10.0
1976-01-21T00:00:00,0.0,12.2,-11.1
1976-01-22T00:00:00,0.0,14.4,-10.6
1976-01-23T00:00:00,0.0,19.4,-8.9
1976-01-24T00:00:00,0.0,18.3,-3.9
1976-01-25T00:00:00,0.0,15.6,-4.4
1976-01-26T00:00:00,0.0,4.4,-7.8
1976-01-27T00:00:00,0.0,0.6,-10.0
1976-01-28T00:00:00,0.0,8.9,-8.9
1976-01-29T00:00:00,0.0,18.9,-6.1
1976-01-30T00:00:00,0.0,20.0,-5.0
1976-01-31T00:00:00,0.0,20.0,-2.8
1976-02-01T00:00:00,0.0,12.8,-6.1
1976-02-02T00:00:00,0.0,18.3,-5.0
1976-02-03T00:00:00,0.0,16.7,3.9
1976-02-04T00:00:00,0.0,19.4,-0.6
1976-02-05T00:00:00,1.5,10.0,0.0
1976-02-06T00:00:00,0.0,15.6,-6.1
1976-02-07T00:00:00,0.0,1.7,-6.1
1976-02-08T00:00:00,0.0,18.9,1.1
1976-02-09T00:00:00,0.0,22.8,4.4
1976-02-10T00:00:00,0.0,23.9,8.9
1976-02-11T00:00:00,0.0,17.2,0.0
1976-02-12T00:00:00,0.0,17.2,0.6
1976-02-13T00:00:00,0.0,22.2,6.1
1976-02-14T00:00:00,8.4,21.1,6.7
1976-02-15T00:00:00,0.0,15.6,1.7
1976-02-16T00:00:00,0.0,19.4,3.3
1976-02-17T00:00:00,0.0,14.4,3.3
1976-02-18T00:00:00,0.0,12.8,0.0
1976-02-19T00:00:00,0.0,19.4,-1.7
1976-02-20T00:00:00,0.0,17.2,0.0
1976-02-21T00:00:00,0.0,8.9,-3.9
1976-02-22T00:00:00,0.0,6.7,-11.1
1976-02-23T00:00:00,0.0,16.7,-7.8
1976-02-24T00:00:00,0.0,20.0,-0.6
1976-02-25T00:00:00,0.0,22.8,0.6
1976-02-26T00:00:00,0.0,18.9,-2.8
1976-02-27T00:00:00,0.0,22.8,-2.2
1976-02-28T00:00:00,0.0,23.3,1.7
1976-02-29T00:00:00,0.0,25.0,1.7
1976-03-01T00:00:00,0.0,23.9,5.6
1976-03-02T00:00:00,0.0,22.2,7.2
1976-03-03T00:00:00,0.0,22.2,4.4
1976-03-04T00:00:00,0.0,13.9,0.6
1976-03-05T00:00:00,0.0,7.2,-8.3
1976-03-06T00:00:00,0.0,9.4,-6.1
1976-03-07T00:00:00,0.0,12.8,-6.1
1976-03-08T00:00:00,1.3,7.8,1.7
1976-03-09T00:00:00,0.0,13.3,-3.9
1976-03-10T00:00:00,0.0,18.3,-1.7
1976-03-11T00:00:00,0.0,19.4,0.6
1976-03-12T00:00:00,0.0,13.9,0.6
1976-03-13T00:00:00,0.0,14.4,-6.7
1976-03-14T00:00:00,0.0,13.9,-4.4
1976-03-15T00:00:00,0.0,21.1,1.1
1976-03-16T00:00:00,0.0,17.8,-6.1
1976-03-17T00:00:00,0.0,19.4,-2.8
1976-03-18T00:00:00,0.0,23.3,2.2
1976-03-19T00:00:00,0.0,25.0,3.3
1976-03-20T00:00:00,0.0,23.9,2.2
1976-03-21T00:00:00,0.0,15.0,-3.3
1976-03-22T00:00:00,0.0,20.6,-3.9
1976-03-23T00:00:00,0.0,20.6,0.0
1976-03-24T00:00:00,0.0,22.2,2.2
1976-03-25T00:00:00,0.0,25.6,6.1
1976-03-26T00:00:00,0.0,26.7,3.3
1976-03-27T00:00:00,0.0,13.3,-1.1
1976-03-28T00:00:00,0.0,20.6,1.7
1976-03-29T00:00:00,0.0,20.6,2.2
1976-03-30T00:00:00,0.0,20.6,0.0
1976-03-31T00:00:00,0.0,11.1,-6.7
1976-04-01T00:00:00,0.0,18.9,-3.9
1976-04-02T00:00:00,0.0,25.6,0.0
1976-04-03T00:00:00,0.0,26.1,5.6
1976-04-04T00:00:00,0.0,21.1,8.3
1976-04-05T00:00:00,0.0,19.4,5.0
1976-04-06T00:00:00,0.0,21.7,2.8
1976-04-07T00:00:00,0.0,21.1,4.4
1976-04-08T00:00:00,0.0,22.2,7.2
1976-04-09T00:00:00,0.0,21.1,5.6
1976-04-10T00:00:00,0.0,22.2,7.2
1976-04-11T00:00:00,0.0,28.3,6.7
1976-04-12T00:00:00,0.0,24.4,6.7
1976-04-13T00:00:00,0.0,25.0,9.4
1976-04-14T00:00:00,0.0,26.7,5.6
1976-04-15T00:00:00,1.3,27.8,4.4
1976-04-16T00:00:00,0.0,14.4,2.8
1976-04-17T00:00:00,0.0,18.3,1.1
1976-04-18T00:00:00,0.0,17.2,4.4
1976-04-19T00:00:00,0.0,21.1,6.1
1976-04-20T00:00:00,0.0,21.1,5.6
1976-04-21T00:00:00,0.0,22.8,3.3
1976-04-22T00:00:00,0.0,26.7,5.6
1976-04-23T00:00:00,0.0,28.3,10.6
1976-04-24T00:00:00,0.0,27.2,8.3
1976-04-25T00:00:00,0.0,23.9,2.2
1976-04-26T00:00:00,0.0,28.3,7.8
1976-04-27T00:00:00,0.0,30.0,13.3
1976-04-28T00:00:00,0.0,28.3,6.7
1976-04-29T00:00:00,0.0,21.7,10.0
1976-04-30T00:00:00,6.4,20.0,6.7
1976-05-01T00:00:00,3.8,15.0,1.1
1976-05-02T00:00:00,0.0,18.9,4.4
1976-05-03T00:00:00,0.0,31.1,5.0
1976-05-04T00:00:00,0.0,22.2,6.7
1976-05-05T00:00:00,23.1,25.0,10.0
1976-05-06T00:00:00,2.5,15.6,6.7
1976-05-07T00:00:00,0.0,18.3,1.1
1976-05-08T00:00:00,0.0,16.1,2.2
1976-05-09T00:00:00,6.1,15.6,7.2
1976-05-10T00:00:00,0.0,23.3,7.2
1976-05-11T00:00:00,0.0,27.2,10.0
1976-05-12T00:00:00,0.0,30.6,13.3
1976-05-13T00:00:00,0.0,22.2,5.6
1976-05-14T00:00:00,0.0,24.4,7.2
1976-05-15T00:00:00,0.0,29.4,7.8
1976-05-16T00:00:00,0.0,30.0,8.9
1976-05-17T00:00:00,0.0,19.4,10.0
1976-05-18T00:00:00,0.0,23.9,9.4
1976-05-19T00:00:00,0.0,26.7,10.6
1976-05-20T00:00:00,0.0,22.8,11.7
1976-05-21T00:00:00,0.0,26.1,5.0
1976-05-22T00:00:00,0.0,29.4,10.6
1976-05-23T00:00:00,0.0,29.4,13.3
1976-05-24T00:00:00,0.0,29.4,12.2
1976-05-25T00:00:00,0.0,27.2,12.2
1976-05-26T00:00:00,9.7,22.2,8.9
1976-05-27T00:00:00,0.0,25.0,8.3
1976-05-28T00:00:00,0.0,27.8,10.0
1976-05-29T00:00:00,0.0,32.2,13.3
1976-05-30T00:00:00,0.0,32.2,12.2
1976-05-31T00:00:00,0.3,26.7,6.7
1976-06-01T00:00:00,0.0,27.8,8.9
1976-06-02T00:00:00,0.0,30.0,13.3
1976-06-03T00:00:00,0.0,31.7,10.6
1976-06-04T00:00:00,0.0,30.6,13.9
1976-06-05T00:00:00,4.6,31.1,13.9
1976-06-06T00:00:00,6.6,27.8,14.4
1976-06-07T00:00:00,29.5,25.0,13.3
1976-06-08T00:00:00,0.0,23.9,13.3
1976-06-09T00:00:00,0.0,28.3,15.0
1976-06-10T00:00:00,0.0,30.6,16.1
1976-06-11T00:00:00,0.0,32.2,16.7
1976-06-12T00:00:00,0.0,32.2,11.1
1976-06-13T00:00:00,0.0,31.1,12.8
1976-06-14T00:00:00,0.0,34.4,15.0
1976-06-15T00:00:00,0.0,30.6,11.1
1976-06-16T00:00:00,0.0,26.7,13.9
1976-06-17T00:00:00,0.0,33.3,15.6
1976-06-18T00:00:00,0.0,35.0,10.0
1976-06-19T00:00:00,0.0,27.8,14.4
1976-06-20T00:00:00,0.0,28.3,15.0
1976-06-21T00:00:00,0.0,32.8,17.8
1976-06-22T00:00:00,0.0,40.0,18.9
1976-06-23T00:00:00,0.0,35.0,19.4
1976-06-24T00:00:00,0.0,33.3,14.4
1976-06-25T00:00:00,0.0,33.3,14.4
1976-06-26T00:00:00,0.0,32.2,15.0
1976-06-27T00:00:00,0.0,34.4,17.2
1976-06-28T00:00:00,0.0,33.9,17.2
1976-06-29T00:00:00,0.0,35.0,17.2
1976-06-30T00:00:00,0.0,35.0,16.1
1976-07-01T00:00:00,0.0,32.2,18.3
1976-07-02T00:00:00,0.0,33.9,16.7
1976-07-03T00:00:00,0.0,36.1,18.9
1976-07-04T00:00:00,24.9,33.3,11.7
1976-07-05T00:00:00,0.0,30.6,16.1
1976-07-06T00:00:00,0.0,32.2,16.7
1976-07-07T00:00:00,0.0,30.0,17.2
1976-07-08T00:00:00,0.0,30.0,15.6
1976-07-09T00:00:00,0.0,31.1,16.1
1976-07-10T00:00:00,0.0,31.7,15.6
1976-07-11T00:00:00,0.0,32.2,15.6
1976-07-12T00:00:00,0.0,29.4,17.2
1976-07-13T00:00:00,0.0,26.7,17.8
1976-07-14T00:00:00,10.2,29.4,15.0
1976-07-15T00:00:00,0.8,27.8,17.2
1976-07-16T00:00:00,4.6,29.4,17.2
1976-07-17T00:00:00,0.0,27.2,16.7
1976-07-18T00:00:00,0.0,29.4,16.7
1976-07-19T00:00:00,0.0,30.0,18.3
1976-07-20T00:00:00,0.0,32.2,18.3
1976-07-21T00:00:00,5.8,32.2,17.8
1976-07-22T00:00:00,0.0,27.8,15.6
1976-07-23T00:00:00,0.0,27.8,15.0
1976-07-24T00:00:00,18.8,27.8,15.6
1976-07-25T00:00:00,0.0,26.7,16.7
1976-07-26T00:00:00,0.0,28.9,15.6
1976-07-27T00:00:00,0.0,31.1,16.7
1976-07-28T00:00:00,0.0,33.3,17.2
1976-07-29T00:00:00,7.1,32.8,15.6
1976-07-30T00:00:00,0.0,31.1,16.7
1976-07-31T00:00:00,0.0,31.7,16.7
1976-08-01T00:00:00,0.0,32.8,17.2
1976-08-02T00:00:00,0.5,33.9,16.7
1976-08-03T00:00:00,1.3,27.2,16.7
1976-08-04T00:00:00,10.2,28.9,16.7
1976-08-05T00:00:00,0.0,33.3,17.2
1976-08-06T00:00:00,0.0,34.4,16.1
1976-08-07T00:00:00,0.0,33.9,17.2
1976-08-08T00:00:00,0.0,35.0,16.7
1976-08-09T00:00:00,0.0,35.0,17.2
1976-08-10T00:00:00,0.0,33.3,16.7
1976-08-11T00:00:00,10.9,33.3,17.8
1976-08-12T00:00:00,0.5,32.2,16.7
1976-08-13T00:00:00,0.0,32.2,16.1
1976-08-14T00:00:00,0.0,32.8,16.7
1976-08-15T00:00:00,0.0,35.0,16.1
1976-08-16T00:00:00,0.0,36.7,19.4
1976-08-17T00:00:00,0.0,33.3,16.7
1976-08-18T00:00:00,0.0,33.3,16.7
1976-08-19T00:00:00,0.3,29.4,15.6
1976-08-20T00:00:00,0.0,29.4,16.1
1976-08-21T00:00:00,0.0,31.1,17.2
1976-08-22T00:00:00,4.8,32.2,15.6
1976-08-23T00:00:00,0.0,32.2,14.4
1976-08-24T00:00:00,0.0,31.7,16.7
1976-08-25T00:00:00,3.8,31.1,13.3
1976-08-26T00:00:00,0.0,30.6,14.4
1976-08-27T00:00:00,0.0,33.3,15.6
1976-08-28T00:00:00,0.0,31.1,13.9
1976-08-29T00:00:00,0.0,29.4,8.3
1976-08-30T00:00:00,0.0,30.0,12.8
1976-08-31T00:00:00,0.0,,
1976-09-01T00:00:00,5.8,28.9,13.9
1976-09-02T00:00:00,0.0,26.7,13.3
1976-09-03T00:00:00,0.0,28.3,12.8
